source,window,conn_count,conn_rate,uniq_dst_ports,uniq_dst_hosts,spdp_ratio,meta_ratio,userdata_ratio,mcast_ratio,dst_port_entropy,label,binary,batch
10.10.10.2,22022,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22024,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22026,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22027,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22029,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22032,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22033,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22034,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22037,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22040,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22041,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22042,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22044,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22047,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22048,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22049,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22052,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22055,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22056,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22057,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22059,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22060,2,0.25,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22062,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22063,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22064,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22067,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22070,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22071,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22072,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22074,1,0.125,1,1,1.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22075,4,0.5,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22077,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22078,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22079,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22082,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22085,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22086,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22087,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22090,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22092,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22093,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22094,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22097,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22100,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22101,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22102,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22105,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22107,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22108,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22109,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22112,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22115,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22116,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22117,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22120,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22122,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22123,7,0.875,2,2,0.429,0.571,0.0,0.429,0.985,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22124,2,0.25,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22125,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22127,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22130,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22131,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22132,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22134,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
fe80::4fa2:6f:c1f7:1309,22134,1,0.125,1,1,0.0,0.0,0.0,0.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22135,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22137,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22138,6,0.75,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22139,3,0.375,2,2,0.333,0.667,0.0,0.333,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22140,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22142,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22145,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22146,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22147,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22150,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22153,7,0.875,3,3,0.429,0.429,0.0,0.571,1.449,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22154,3,0.375,2,2,0.333,0.667,0.0,0.333,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22155,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22157,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22160,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22161,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22162,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22165,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22168,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22169,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22170,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22172,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22175,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22176,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22177,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22180,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22183,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22184,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22185,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22187,2,0.25,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22188,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22191,10,1.25,3,3,0.4,0.5,0.0,0.5,1.361,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22192,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22195,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22198,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22199,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22200,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22202,2,0.25,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22203,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22206,10,1.25,3,3,0.4,0.5,0.0,0.5,1.361,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22207,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22210,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22213,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22214,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22215,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22217,2,0.25,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22218,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22221,10,1.25,3,3,0.4,0.5,0.0,0.5,1.361,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22222,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22225,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22228,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22229,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22230,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22232,4,0.5,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22233,1,0.125,1,1,1.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22236,10,1.25,3,3,0.4,0.5,0.0,0.5,1.361,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22237,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22240,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22243,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22244,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22245,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22247,4,0.5,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22248,1,0.125,1,1,1.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22251,10,1.25,3,3,0.4,0.5,0.0,0.5,1.361,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22252,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22255,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22258,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22259,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22260,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22262,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22263,2,0.25,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22266,10,1.25,3,3,0.4,0.5,0.0,0.5,1.361,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22267,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22270,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22273,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22274,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22275,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22277,3,0.375,2,2,0.667,0.333,0.0,0.667,0.918,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22278,2,0.25,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22281,10,1.25,3,3,0.4,0.5,0.0,0.5,1.361,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22282,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22285,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22288,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22289,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22290,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22293,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22296,10,1.25,3,3,0.4,0.5,0.0,0.5,1.361,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22297,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22300,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22303,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22304,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22305,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22308,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22311,10,1.25,3,3,0.4,0.5,0.0,0.5,1.361,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22313,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22315,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22319,10,1.25,3,3,0.4,0.5,0.0,0.5,1.361,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22320,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22323,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22326,2,0.25,2,2,0.0,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22327,8,1.0,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22328,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22330,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22334,10,1.25,3,3,0.4,0.5,0.0,0.5,1.361,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22335,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22338,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22341,2,0.25,2,2,0.0,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22342,8,1.0,2,2,0.5,0.5,0.0,0.5,1.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22343,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22345,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22349,10,1.25,3,3,0.4,0.5,0.0,0.5,1.361,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22350,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22353,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22356,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22357,9,1.125,2,2,0.444,0.556,0.0,0.444,0.991,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22358,1,0.125,1,1,0.0,0.0,0.0,1.0,0.0,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
10.10.10.2,22360,5,0.625,2,2,0.6,0.4,0.0,0.6,0.971,normal,normal,phase1_歷史攻防(conn.log已覆蓋僅存特徵)
